Instance name,T,max time,# days,# customers,# operations,Opt. no waiting,Opt. waiting,Problem type,Algorithm,# cons,# var,Root time (sec.),Total time (sec.),SEC r_time (sec.),SEC time (sec.),PEC r_time (sec.),PEC time (sec.),# BB r_iterations,# BC iterations,# BC nodes,# SEC r_cuts,# SEC cuts,# PEC r_cuts,# PEC cuts,Root LB,Root UB,Best Bound,Best Integer,Status
ry48p_p3_f50_lL,992,10921,3,47,75,28628,28551,CTSP_2,COMPACT,2030,1876,0.27,6.25,0.00,0.46,0.00,0.00,1253,73460,3739,51,184,0,0,28151.9,28551,28548.27,28551,2
ry48p_p3_f50_lM,1489,10921,3,47,75,28628,28551,CTSP_2,COMPACT,2030,1876,0.27,9.11,0.00,0.96,0.00,0.00,1371,138461,5879,53,221,0,0,28158.8,28610,28548.20,28551,2
ry48p_p3_f70_lH,2484,13665,3,47,106,36905,36859,CTSP_2,COMPACT,4006,3749,1.89,47.33,0.00,2.46,0.00,0.00,1482,478479,9013,79,295,0,0,36561.9,37007,36855.32,36859,2
ry48p_p3_f70_lL,1242,13665,3,47,106,37144,37102,CTSP_2,COMPACT,4006,3749,2.03,2806.05,0.01,147.86,0.00,0.00,1848,26922783,503383,84,937,0,0,36564.5,37215,37098.29,37102,2
ry48p_p3_f70_lM,1863,13665,3,47,106,37099,36913,CTSP_2,COMPACT,4006,3749,2.20,213.19,0.00,15.00,0.00,0.00,1381,2318186,51749,76,535,0,0,36558.7,37215,36909.31,36913,2
ry48p_p3_f90_lH,2868,15776,3,47,132,41729,41729,CTSP_2,COMPACT,6202,5831,2.56,48.62,0.01,7.07,0.00,0.00,1537,389925,11653,81,281,0,0,41266.4,41805,41727.00,41729,2
ry48p_p3_f90_lL,1434,15776,3,47,132,41760,41737,CTSP_2,COMPACT,6202,5831,2.73,57.12,0.01,8.60,0.00,0.00,1580,465314,11245,85,303,0,0,41221.7,41805,41732.83,41737,2
ry48p_p3_f90_lM,2151,15776,3,47,132,41737,41729,CTSP_2,COMPACT,6202,5831,2.73,67.62,0.01,8.72,0.00,0.00,1677,550292,12975,84,336,0,0,41286.1,41805,41729.00,41729,2
ry48p_p5_f50_lH,1985,10921,5,47,125,48165,47946,CTSP_2,COMPACT,3494,3126,2.41,405.65,0.00,26.42,0.00,0.00,1912,5097997,117432,95,467,0,0,47327.8,47946,47941.21,47946,2
ry48p_p5_f50_lL,992,10921,5,47,125,48585,48188,CTSP_2,COMPACT,3494,3126,1.16,1276.59,0.00,87.46,0.00,0.00,2246,16895924,292704,96,628,0,0,47260.0,48476,48185.00,48188,2
ry48p_p5_f50_lM,1489,10921,5,47,125,48276,48165,CTSP_2,COMPACT,3494,3126,1.22,3549.55,0.00,207.91,0.00,0.00,2069,37461684,686182,96,804,0,0,47330.4,48273,48160.18,48165,2
ry48p_p5_f70_lH,2484,13665,5,47,178,61325,61279,CTSP_2,COMPACT,7046,6341,2.99,7198.67,0.01,262.27,0.00,0.00,2705,51778762,288259,104,959,0,0,60466.1,62186,61171.21,61818,1
ry48p_p5_f70_lL,1242,13665,5,47,178,61754,61636,CTSP_2,COMPACT,7046,6341,3.21,7195.78,0.01,295.83,0.00,0.00,3772,29022151,273138,117,955,0,0,60509.0,62186,61283.30,61930,1
ry48p_p5_f70_lM,1863,13665,5,47,178,61649,61375,CTSP_2,COMPACT,7046,6341,3.21,7198.68,0.01,272.44,0.00,0.00,3038,48881520,275000,115,961,0,0,60479.9,62186,61211.23,61864,1
ry48p_p5_f90_lH,2868,15776,5,47,219,68810,68810,CTSP_2,COMPACT,10618,9614,3.04,7197.46,0.01,859.26,0.00,0.00,2267,48962639,711521,114,748,0,0,67926.3,68873,68751.66,68810,1
ry48p_p5_f90_lL,1434,15776,5,47,219,68875,68826,CTSP_2,COMPACT,10618,9614,3.25,2578.73,0.01,356.00,0.00,0.00,2316,16223429,408294,104,574,0,0,67922.6,68873,68819.12,68826,2
ry48p_p5_f90_lM,2151,15776,5,47,219,68818,68810,CTSP_2,COMPACT,10618,9614,3.23,4063.09,0.01,650.36,0.00,0.00,2343,25215607,673206,109,632,0,0,67923.1,68873,68803.12,68810,2
eil51_p3_f50_lH,60,319,3,50,78,865,860,CTSP_2,COMPACT,2190,2035,0.29,1.12,0.00,0.09,0.00,0.00,604,9119,475,38,98,0,0,854.5,879,860.00,860,2
eil51_p3_f50_lL,30,319,3,50,78,871,869,CTSP_2,COMPACT,2190,2035,0.29,2817.38,0.00,194.77,0.00,0.00,636,39522560,740261,37,1500,0,0,854.5,885,869.00,869,2
eil51_p3_f50_lM,45,319,3,50,78,865,865,CTSP_2,COMPACT,2190,2035,0.31,408.55,0.00,33.73,0.00,0,655,6192049,159745,44,970,0,0,854.5,879,865.00,865,2
eil51_p3_f70_lH,73,387,3,50,102,1010,1008,CTSP_2,COMPACT,3706,3469,0.35,3417.29,0.01,271.31,0.00,0.00,878,33529288,1153324,46,1670,0,0,984.2,1013,1008.00,1008,2
eil51_p3_f70_lL,36,387,3,50,102,1018,1012,CTSP_2,COMPACT,3706,3469,0.38,7197.72,0.00,609.48,0.00,0.00,830,81260374,1408015,47,2258,0,0,985.7,1014,1006.53,1014,1
eil51_p3_f70_lM,55,387,3,50,102,1012,1012,CTSP_2,COMPACT,3706,3469,0.41,7197.95,0.00,522.84,0.00,0.00,832,72981367,1581186,55,2060,0,0,985.2,1014,1008.00,1012,1
eil51_p3_f90_lH,84,462,3,50,136,1212,1212,CTSP_2,COMPACT,6582,6205,2.49,7198.23,0.01,349.07,0.00,0.00,1289,49269842,575112,74,1934,0,0,1196.0,1212,1206.62,1212,1
eil51_p3_f90_lL,42,462,3,50,136,1218,1214,CTSP_2,COMPACT,6582,6205,3.18,7198.39,0.01,413.99,0.00,0.00,1273,48344780,483300,60,2144,0,0,1198.5,1216,1206.60,1214,1
eil51_p3_f90_lM,63,462,3,50,136,1212,1212,CTSP_2,COMPACT,6582,6205,2.71,7198.24,0.01,446.22,0.00,0.00,1195,51384991,635778,64,1992,0,0,1196.0,1216,1207.00,1212,1
eil51_p5_f50_lH,60,334,5,50,134,1464,1463,CTSP_2,COMPACT,4028,3601,0.77,1851.10,0.00,172.83,0.00,0.00,1075,17944217,644137,66,1522,0,0,1449.0,1484,1463.00,1463,2
eil51_p5_f50_lL,30,334,5,50,134,1485,1475,CTSP_2,COMPACT,4028,3601,0.53,7194.75,0.00,314.11,0.00,0.00,1002,38955692,617802,74,2194,0,0,1447.8,1484,1462.22,1484,1
eil51_p5_f50_lM,45,334,5,50,134,1469,1464,CTSP_2,COMPACT,4028,3601,0.64,2809.10,0.01,194.99,0.00,0.00,1078,29000971,733627,78,1941,0,0,1449.0,1484,1464.00,1464,2
eil51_p5_f70_lH,73,405,5,50,173,1732,1730,CTSP_2,COMPACT,6616,6000,0.52,7197.64,0.00,426.75,0.00,0.00,1219,46231507,504988,55,3730,0,0,1687.0,1745,1704.05,1744,1
eil51_p5_f70_lL,36,405,5,50,173,1774,1732,CTSP_2,COMPACT,6616,6000,0.63,4330.17,0.00,273.13,0.00,0.00,1247,14536595,353983,59,3793,0,0,1689.0,1745,1708.13,1745,1
eil51_p5_f70_lM,55,405,5,50,173,1737,1732,CTSP_2,COMPACT,6616,6000,2.83,6272.72,0.00,332.31,0.00,0.00,1285,20725169,382976,69,3249,0,0,1688.5,1745,1704.28,1745,1
eil51_p5_f90_lH,84,462,5,50,233,2053,2049,CTSP_2,COMPACT,11982,10908,4.27,7197.65,0.01,309.28,0.00,0.00,1836,31656473,191932,91,3178,0,0,2016.0,2053,2026.53,2049,1
eil51_p5_f90_lL,42,462,5,50,233,2053,2053,CTSP_2,COMPACT,11982,10908,4.79,7197.60,0.01,306.69,0.00,0.00,1782,30309039,175345,96,3365,0,0,2016.0,2053,2028.69,2053,1
eil51_p5_f90_lM,63,462,5,50,233,2053,2049,CTSP_2,COMPACT,11982,10908,4.54,7191.76,0.00,320.59,0.00,0.00,1864,18429193,205430,77,3372,0,0,2016.5,2053,2029.50,2049,1
